FRN,ProviderName,records,blocks
0004533105,"UBTA-UBET Communications, Inc.",3377,2500
0004533196,Manti Telephone Co,589,349
0004551347,"Arbuckle Communications, Inc.",11485,11485
0004551545,Paragould Light &Water Commission,965,965
0004555595,Virgin Islands Telephone Corp. d/b/a Innovative Telephone,17250,4419
0004560645,Bledsoe Telephone Cooperative Inc,2340,2305
0004561429,"Mon-Cre Telephone Cooperative, Inc.",378,378
0004565057,TELE PAGE INC,600,600
0004579496,"Albany, Water, Gas and Light Commission",3101,3101
0004587820,Gunby Communications Inc,9,9
0004711735,HAUG COMMUNICATIONS INC,38,38
0004746863,Holway Telephone Company,986,794
0004759411,City Utilities of Springfield,139,139
0004770475,"Community Digital Wireless, LC",354,354
0004770525,PST Digital LLC,1014,1014
0004776464,FARMERS MUTUAL COOP. TELE. COMPANY,1423,1082
0004924478,"Taylor Telephone Cooperative, Inc.",903,819
0004924809,"All West Communications, Inc.",2707,1933
0004924866,South Central Telephone Assn.,2928,1482
0004925129,Peoples Rural Telephone Coop Corp,1077,1058
0004926796,"Loretto Telephone Company, Inc.",1263,1263
0004927802,Upper Peninsula Telephone Co,693,693
0004928255,"Ragland Telephone Co., Inc.",362,235
0004928750,"MoKan Dial, Inc.",1165,868
0004928792,Choctaw Telephone Company,213,213
0004929717,"BPM, INC.",328,328
0004930350,"TIDEWATER TELECOM, INC.",1040,716
0004930384,"LINCOLNVILLE COMMUNICATIONS, INC.",90,85
0004933032,"Ballard Rural Telephone Cooperative Corporation, Inc.",1046,1046
0004933677,Guadalupe Valley Communications Systems L.P.,925,764
0004935730,Beresford  Municipal Telephone Co.,153,153
0004937827,"Mud Lake Telephone Cooperative Assn, Inc.",1546,1243
0004939864,Willard Telephone Company,69,69
0004941134,"Millennium Telcom, LLC dba OneSource Communications",2596,1515
0004941142,"Windstream Communication Telecom, LLC",27,27
0004942819,"Burke's Garden Telephone Co., Inc.",14,14
0004948105,TDS TELECOMMUNICATIONS CORPORATION,188432,134906
0004948253,Zenda Telephone Company Inc,73,73
0004950937,"Bulloch County Rural Telephone Cooperative, Inc.",3090,3090
0004953980,Colton Telephone  Company,231,131
0004955837,Smithville Telephone Company Inc.,228,228
0004956652,"Waitsfield-Fayston Telephone Co., Inc.",1163,872
0004957528,Waldron Telephone Company,2658,2535
0004961231,Consolidated Telephone Company,2559,2364
0004962015,"Nova Cablevision, Inc.",197,197
0004963088,"ViaSat, Inc. d/b/a Exede Internet",4367658,4367658
0004963419,"Bretton Woods Tel.Co., Inc.",134,67
0004964227,"Decatur Telephone Company, Inc.",377,377
0004965380,"Wabash Communications, Inc.",5731,5731
0004965992,"Windstream Missouri, Inc.",5569,5569
0004966099,"Windstream Nebraska, Inc.",19330,19330
0004966131,"COMMUNITY ANTENNA SERVICE, INC.",32,32
0004966149,IRONTON TELEPHONE COMPANY,970,485
0004966552,"Oklahoma Windstream, LLC",1500,1500
0004966594,"Windstream Alabama, LLC",1952,1952
0004967014,"Windstream South Carolina, LLC",3120,3120
0004967030,"Windstream Georgia, LLC",5020,5020
0004967055,"Windstream New York, Inc.",4710,4710
0004967337,Windstream Sugar Land LLC,1931,1931
0004967360,Windstream Florida LLC,7656,7656
0004967600,"Windstream Ohio, Inc.",5997,5997
0004967634,"Windstream North Carolina, LLC",9942,9942
0004967683,"Windstream Pennsylvania, LLC",16775,16775
0004967691,"Windstream Western Reserve, Inc",6061,6061
0004967725,"Windstream Georgia Communications, LLC",20851,20851
0004967741,"Georgia Windstream, LLC",7656,7656
0004967774,"Windstream Mississippi, LLC",814,814
0004967790,"Windstream Oklahoma, LLC",1366,1366
0004967808,Texas Windstream LLC,2524,2524
0004967816,"Windstream Kentucky West, LLC",847,847
0004967840,"Windstream Georgia Telephone, LLC",566,566
0004969093,Westphalia Telephone,366,366
0004969697,ExOp of Missouri Inc.,629,303
0004970067,"Hayneville Telephone Company, Inc.",1270,1270
0004970711,Clay County Rural Telephone Cooperative Inc,2089,2089
0004972766,Mobius Communications Company,4379,2972
0004973301,"COMMUNITY TELEPHONE COMPANY, INC.",1157,1157
0004974564,"Venus Long Distance, Inc.",5,5
0004975058,The Hinton CATV Company Inc,4461,4461
0004975199,"Siren Telephone Company, inc",835,374
0004975496,"Keene Valley Video, Inc.",155,88
0004976494,Venus Telephone Corporation,5,5
0004976932,Viola Home Telephone Co.,259,245
0004977112,"Kings Bay Communications, Inc",1232,1232
0004979555,ST PAUL COOPERATIVE TELEPHONE ASSOCIATION,119,91
0004979688,City of Brookings Telephone Fund,756,378
0004980280,"CT Communications Network, Inc.",1861,1861
0004980421,"Sledge Telephone Company, Inc.",182,182
0004980447,Lakeside Telephone Company,182,182
0004980611,"LaHarpe Telephone Company, Inc.",340,340
0004981114,Springport Telephone Company,607,315
0004983334,Merrimac Communications Ltd.,575,575
0004983722,"Flint Cable TV, Inc.",1323,1323
0004984670,Vaughnsville Telephone Company,143,81
0004984761,"Jefferson Communications, LLC",71,68
0004984837,MTC Cable,833,688
0004984845,Crosslake Telephone Company d/b/a Crosslake Communications,301,286
0004985024,"Celect Communications, LLC",54,54
0004985065,Yeoman Telepone Company Inc.,100,100
0004985818,"Cunningham Communications, Inc.",2066,1034
0004986147,"Windstream of the Midwest, Inc.",119,119
0004986410,Gervais Telephone Company,412,366
0004987152,"Pickwick Cablevision, Inc.",61,61
0004991444,"ALASKA COMMUNICATIONS SYSTEMS HOLDING, INC.",5553,5553
0004992053,"Aero Communications, LLC",633524,613226
0004995429,Brandenburg Telephone Company,37180,5307
0004995833,"Lone Pine Television, Inc.",158,154
0004997516,Pine Tree Telephone LLC,203,200
0005000492,CND Acquisition Corp,345,345
0005000716,"Pine Belt Broadcasting, LLC",196,196
0005004320,Oxford County Telephone Service Company,1880,1880
0005007992,Beaver Valley Cable Co,1755,1755
0005009725,"State Telephone Company, Inc.",804,804
0005010996,"Totah Communications, Inc.",3046,3016
0005014626,"Data Truck, LLC",1737,1737
0005015391,Colfax Highline Cable Co.,115,115
0005015409,St. John Cable Co.,184,184
0005015607,"DTC Cable, Inc.",652,652
0005016779,BRYAN MUNICIPAL UTILITIES,542,542
0005017298,"Troy Cablevision, Inc.",4473,4473
0005017439,"Stanton Telecom, Inc.",693,693
0005020169,"Nushagak Electric & Telephone Cooperative, Inc.",136,73
0005027941,"WEHCO Video, Inc.",8211,8211
0005033709,"OpenBand Multimedia, LLC",88,88
0005039144,"COUNTRY CABLEVISION, INC",1255,1255
0005039854,"Hargray of Georgia, Inc.",1736,1682
0005040092,"Eastern Oregon Telecom, LLC",4223,2926
0005041462,Tele-Media Company Of Zion,1088,1088
0005041991,HTC Technologies Co.,8140,8140
0005042700,"Tele-Media Company Of The Atlantic, LLC",62,62
0005043195,"NetCarrier Telecom, Inc.",954,935
0005044375,"Birch Communications, Inc.",33731,32290
0005049895,Minburn Telephone Company,138,138
0005049895,Minburn Telephone Company-CLEC,108,108
0005050083,Chazy & Westport Telephone Corporation,750,578
0005050141,Westelcom Network,1904,476
0005051560,"Glandorf Telephone Co. ,Inc",209,138
0005051891,LMK Communications LLC,7,7
0005053251,Benton Ridge Telephone Co,416,416
0005057328,War Telephone LLC,19,19
0005058292,Sharon Telephone Company - CLEC,95,95
0005059092,Rico Telephone Company,37,37
0005061189,Granby Telephone Co.,448,442
0005061387,KALEVA TELEPHONE COMPANY,990,990
0005061437,"HAYNEVILLE FIBER TRANSPORT, INC.",1654,1654
0005061544,"Mashell Telecom, Inc. d/b/a Rainier Connect",572,512
0005061627,Sand Creek Telephone Company,276,223
0005062955,Pattersonville Telephone Company,2214,2068
0005063078,Helix Telephone Company,40,40
0005063458,Minford Telephone Company,725,512
0005063615,"Santa Rosa Telephone Coop., Inc. CLEC",3454,2560
0005066063,The Middle Point Home Telephone Company,136,136
0005067152,New Windsor Telephone Company,100,100
0005067186,Pennsylvania Telephone Company,2,2
0005067228,Carr Telephone Company,738,738
0005067509,OGDEN TELEPHONE COMPANY,76,76
0005067566,TV CABLE OF RENSSELAER,364,364
0005067665,Winn Telephone,218,136
0005067665,Winn Telephone DBA Winn Telecom,1588,1557
0005069125,North Texas Telephone Company,186,186
0005069232,"Totelcom Communications, LLC",1603,1603
0005069299,United Telephone Company,2575,2154
0005069935,Mutual Telephone Company,286,286
0005070933,South Park Telephone Company,309,309
0005075643,"Sherwood Mutual Telephone Association, Inc.",339,339
0005076922,"Rice Belt Telephone Company, Inc.",98,98
0005077342,Grafton Telephone Company,82,73
0005079314,"BUSH-TELL, INC.",210,210
0005080122,"Mescalero Apache Telecom, Inc.",201,201
0005081542,THE CONNEAUT TELEPHONE COMPANY,1372,549
0005081567,"Haviland Telephone Company, Inc.",1522,1522
0005082060,New Hope Telephone Cooperative,766,766
0005084769,"Public Service Wireless, Inc.",200,200
0005088331,"Park TV & Electronics, Inc.",259,259
0005089446,Windstream Iowa-Comm LLC,346,346
0005093018,Alta Municipal Utilities,75,75
0005093224,Farmers Mutual Telephone Company,128,128
0005095856,"Windstream Kentucky East, LLC",24004,24004
0005097134,Oxford Telephone Company,1140,570
0005097167,Oxford West Telephone Company,1460,730
0005097407,"South Dakota Network, LLC",236,236
0005099619,"CS Technologies, Inc.",2820,940
0005139662,"Lavaca Telephone Company, Inc.-OK",352,352
0005156229,"InterGlobe Communications, Inc.",354,337
0005184221,MCC Georgia LLC,16405,16395
0005184247,MCC Missouri LLC,15879,15877
0005209374,"Vermont Telephone Co., Inc",2101,2100
0005221866,Reedsburg Utility Commission,895,895
0005257522,CASS CABLE TV INC,6550,4893
0005283221,"Massillon Cable TV, Inc.",3902,3802
0005373576,"OTZ Telephone Cooperative, Inc.",67,67
0005386172,Windstream Conestoga Inc,2436,2436
0005414842,Scottsboro Electric Power Board,2199,733
0005423637,Gallatin County Fiscal Court,92,92
0005440417,"CAMILLA, CITY OF",335,329
0005450507,Blue Ridge Mountain Electric Membership Corporation,923,923
0005464532,"PRTCommunications, LLC",442,442
0005555925,Saco River Telephone LLC,464,458
0005593678,MICHAEL STEIL,1,1
0005671128,Algona Municipal Utilities,1560,390
0005769302,CTC TELECOM INC,331,300
0005782289,Gonthier Inc.,11160,11160
0005806872,"Basin 2 Way Radio, Inc.",3214,3214
0005813316,"Campus Communications Group, Inc.",183,182
0005872015,DE KALB TELEPHONE COOPERATIVE INC,3466,2523
0005901368,Etex Telephone Coop.,1387,1131
0005919022,"Advanced Network Communications, LLC",66,61
0005920509,City of Auburn,664,664
0005941547,"Guthrie Telecommunications Network, Inc.",954,318
0006011472,LENOX MUNICIPAL UTILITIES,123,123
0006043269,"WideOpenWest Cleveland, LLC",69693,69676
0006058432,"Service Electric Cable Television of New Jersey, Inc.",4518,4518
0006073647,"Parker FiberNet, LLC",5593,5593
0006074470,"Citizens Cablevision, Inc.",928,928
0006097711,"TVC Albany, Inc.",1101,1097
0006115901,ERIE COUNTY CABLEVISION INC  DBA =  THE CABLESYSTEM,1009,1009
0006118814,MINNESOTA VALLEY TELEVISION IMPROVEMENT CORPORATION  DBA =,40589,40589
0006121354,"Wheatland Electric Cooperative, Inc",1818,1818
0006128185,COMMUNITY COMMUNICATIONS COMPANY,992,622
0006146120,Bret Childers,32,32
0006147946,"Greene County Partners, Inc.",544,540
0006162192,"Nelsonville TV Cable, Inc.",1041,1036
0006163059,"Iowa Connect, Inc.",27,27
0006165625,"CKS Wireless, Inc.",120,120
0006178198,"Grande Communications Networks, LLC",17867,16761
0006186845,"Cooperative Light & Power Association of Lake County, Inc.",1867,1867
0006204630,"segTEL, Inc. d/b/a FirstLight Fiber",463,441
0006210736,LOCAL INTERNET SERVICE COMPANY (LISCO),1101,1101
0006221287,"Harbor Communications, LLC",157457,52499
0006232235,OACYS Technology,9571,9571
0006251136,"CONTACT NETWORK, LLC",496,492
0006259931,Saddleback Communications,379,315
0006275945,"XO Communications Services, LLC",19064,19064
0006287379,DRAKE ENTERPRISES LTD,270,270
0006301592,"InterBel Telephone Cooperative, Inc.",3329,1548
0006308548,Dialog Telecommunications Inc.,381,343
0006320667,City of Moultrie,509,501
0006369540,"Utility Telephone, Inc.",1464,1340
0006446330,MURRAY BILLINGSLEY,8352,8352
0006454946,Charles McKenna,1626,1626
0006580518,"Windstream ARKANSAS, LLC",8255,8255
0006601108,Mountain Village Metropolitan District,61,61
0006651244,"Alteva Hometown, Inc",727,725
0006659650,Donna Olson,31961,31961
0006662423,"The Toledo Telephone Co., Inc.",1214,1214
0006682983,"Pathwayz Communications, Inc.",218,216
0006694111,"Southern Light, LLC",178,178
0006716666,"Stouffer Communications, Inc.",499,499
0006747703,Reinbeck Telecommunications Utility,67,67
0006752133,County of Nelson,36,36
0006761415,"QualStar Communications, Inc.",473,473
0006764575,"APPLIED COMMUNICATIONS TECHNOLOGY, INC",124,124
0006764948,"SOUTHEAST NEBRASKA COMMUNICATIONS, INC.",1614,1614
0006772412,"Vantage Telecom, LLC d/b/a Newroads Telecom",386,356
0006778914,"South Central Telcom, LLC",641,580
0006791602,"Wisconsin Independent Network, LLC",26,26
0006797849,"Fiber Technologies Networks, L.L.C.",192720,192720
0006798847,"Fulltel, Inc.",1,1
0006801401,"CommChoice of Iowa, LLC",293,231
0006823991,BVU Authority,13117,13117
0006831713,XCHANGE TELECOM CORP.,10784,10226
0006905178,"NORTHERN WIRELESS COMMUNICATIONS, INC.",7844,7842
0006925440,Blountsville Telephone LLC,645,360
0006965750,Nelson County Cablevision Corp,141,141
0006993901,"Board of Water, Light & Sinking Fund Commissioners of the City of Dalton, Georgia d/b/a Dalton Utilities",3131,3131
0006999155,"Dickey Rural Services, Inc.",11461,11461
0007023948,"Polar Telcom, Inc.",3757,3757
0007048473,Hallettsville Communications,2029,2029
0007069867,The Community Agency,3031,2527
0007083470,"Arrowhead Electric Cooperative, Inc.",906,906
0007096514,Osage Municipal Communications Utility,309,296
0007096639,Chippewa Valley cable Inc.,161,161
0007097355,"TOWERSTREAM, INC.",2320,2320
0007129216,HunTel CableVision,10463,10291
0007131121,"CCI SYSTEMS, INC.",1046,1046
0007135346,"North West Net, Inc.",7574,7566
0007183619,Partner Communications Cooperative,1342,888
0007196207,Alma Communications Company,113,113
0007265572,"Global Telecom & Technology Americas, Inc.",9683,9683
0007266703,"Daktel Communications, LLC",1172,1172
0007287758,CynergyComm.net,158,158
0007296999,"Optivon, Inc.",129,129
0007299654,Getwireless.net,6922,6922
0007299936,"Shellsburg Cablevision, Inc.",3579,1193
0007345754,Windstream Norlight LLC,1564,1546
0007389208,"Horizon Cable TV, Inc.",112,112
0007427487,"Logix Communications, LP",4441,4440
0007435902,"AST Telecom, LLC",33,15
0007452204,"Doylestown Communications, Inc. d/b/a Doylestown Cable TV",937,427
0007458805,"Bloomingdale Communications, Inc.",297,296
0007466642,Tacoma Power dba Click! Network,6910,6701
0007472319,"Stratus Networks, Inc.",4918,4918
0007491137,The Municipal Communications Utility of the City of Cedar Falls,1775,1031
0007494776,"Consolidated Communications Holdings, Inc.",30623,28758
0007508237,"Bright House Networks, LLC",162973,139675
0007519481,JAGwireless,16626,16626
0007556152,Brandenburg Telecom LLC,37180,5307
0007556251,Time Warner Cable Inc.,1262914,1240736
0007566961,"TRANSWORLD NETWORK, CORP",182412,182412
0007573520,"Twin Valley Communications, Inc",6024,3012
0007581226,"Centre TV, Inc.",217,217
0007581234,"Powhatan Point Cable Co., Inc.",163,163
0007609514,"Gans Communications, L.P. d/b/a MetroCast Communications",3912,3912
0007618929,"Cannon Valley Cablevision, Inc.",378,378
0007630791,"Boycom Cablevision, Inc.",842,842
0007631187,"Sumner Cable TV, Inc.",21367,17080
0007635584,Satellite Operations Inc.,129,129
0007649882,"R.M.Greene,Inc.",2444,2444
0007651219,iLOKA Inc. dba NewCloud Networks,989,989
0007690258,Delta Communications,1393,1314
0007716046,"Cumberland Cellular, Inc.",435,382
0007718679,COAXIAL CABLE TV CORP,321,321
0007719719,"FastTrack Communications, Inc.",515,515
0007736853,"DukeNet Communications, LLC",76,76
0007738446,"US Signal Company, LLC",49348,49348
0007759517,DOBSON TELEPHONE CO INC,1059,1059
0007761273,"Quantum Telecommunications, Inc.",812,447
0007770084,LIGTEL COMMUNICATIONS INC.,6413,6304
0007799125,"Comspan Communications f/k/aWantel, Inc.",390,387
0007808512,"Norstan Communications, Inc. d/b/a Black Box Network Services",1,1
0007864895,"E. Ritter Communications, Inc d/b/a Ritter Communications, Inc",251,232
0007877517,"Syringa Networks, LLC",129,124
0007913668,Vernon Communications LLC,280,280
0008039323,"Mountain Communications, LLC",15,15
0008064214,LYCOM COMMUNICATIONS INC.,889,889
0008064941,"AMA Communications, L.L.C.",12139,11908
0008072803,"Reliance Globalcom Services, Inc.",255,255
0008094427,"iTV-3, Inc.",1331,1280
0008095655,"Orbitel Communications, L.L.C.",707,707
0008176646,"Missouri Telecom, Inc.",153,145
0008181448,"1stel, Inc",183,183
0008188633,WebFire Communications Inc.,118,118
0008197303,Jackson Energy Authority,1338,1338
0008206997,"Crown Point Network Technologies, Inc.",293,280
0008209074,"Smart City Solutions, LLC",46,43
0008228124,Detel Wireless,404,404
0008229783,"TelNet Worldwide, Inc.",2325,2325
0008231292,Volcano Communications Company,1446,1273
0008232423,e-Tel,631,316
0008245839,"WaveDivision Holdings, LLC",22290,22147
0008257156,"Digital Agent, LLC",15814,15814
0008262784,"Inmarsat Mobile Networks, Inc.",48,48
0008267999,City of Windom Cable Commuications,300,300
0008270738,ELBERTON CITY OF,538,538
0008288532,Mapleton Communications,66,61
0008293649,"All West/Wyoming, Inc.",1522,763
0008295925,"Velocity Telephone, Inc.",100,92
0008307910,"Advanced Corporate Networking, Inc.",37,37
0008317661,"Essex Telcom, Inc",183289,183289
0008338683,FPL FiberNet LLC,739,739
0008343162,"Windstream Buffalo Valley, Inc",1264,1264
0008358285,"Smartcom Telephone, LLC",344,317
0008410102,"Orlando Telephone Company, Inc.",1448,1269
0008416216,"Wiregrass Telcom, Inc.",1686,1686
0008424194,"Access Cable Television, Inc.",1594,1594
0008437147,Chariton Valley Telecom Corporation,475,475
0008437964,"Delcom, Inc.",1038,1013
0008460081,S & T Communications LLC,6901,1516
0008463440,"Kuhn Communications, Inc.",8,8
0008515595,"Socket Telecom, LLC",7811,4251
0008612111,"NKTELCO, INC.",1874,1819
0008616757,DayStarr LLC dba DayStarr Communications,711,711
0008635526,"Carolina Mountain Cablevision, Inc.",333,333
0008644056,"AT&T Services, Inc.",3680217,2092558
0008660763,Norcast CommunicationsCorporation,966,694
0008701773,"Beamspeed, L.L.C.",1938,1904
0008702433,Hopper Telecommunications LLC,719,404
0008702680,ADIR International Export Ltd d/b/a La Curacao,3810,3810
0008706020,"Telspirion USA, LLC",2,2
0008725491,"Callis Communications, Inc.",637,580
0008794414,HunTel CableVision d/b/a HunTel Communications,1448,1448
0008797680,"Thames Valley Communications, Inc.",1529,1529
0008797995,"THE T1 COMPANY, LLC",37,37
0008814782,"Acme Communications, Inc.",28559,26664
0008818114,"Great Basin Internet Services, Inc",5537,5537
0008830846,"Giant Communications, Inc.",2246,1902
0008845703,Mahaska Communication Group,358,358
0008875890,"Sho-Me Technologies, LLC",6704,6704
0008882979,"T3 Communications, Inc",211,190
0008884637,Axxis Communication Inc.,689,565
0008904690,Transbeam Inc.,1,1
0008952426,DLS Computer Services,537,537
0009008442,Lebanon Utilities,3781,3103
0009009069,City of San Bruno,326,326
0009118415,"Dobson Technologies, Transport and Telecom Solutions",775,775
0009120999,"Indigo Wireless, Inc.",70,70
0009137738,"Southern Coastal Cable, LLC",419,419
0009179409,"Progressive Rural Telephone Cooperative , Inc",728,728
0009180969,Martelle Cooperative Telephone Association,682,341
0009192519,"VTX Telecom, LLC",9562,7473
0009232554,"Telecommunications Management, LLC d/b/a NewWave Communications",13445,13445
0009233107,Northeast Service Cooperative,29,29
0009234436,Delcambre Telephone Co Inc,412,206
0009254095,Brown Dog Networks,42518,42518
0009281262,"Communications Plus, Inc.",31,31
0009329830,"Three River Communications, LLC",222,222
0009361080,"Aeneas Communications, LLC",645,598
0009467374,Trenton T. V. Cable Company,2,2
0009470766,"Home Town Cable TV, LLC",271,271
0009480302,Tata Communications (America) Inc.,9,9
0009484890,Info-Ed Inc,61,61
0009485921,"FARMERS TELECOMMUNICATIONS, INC.",40,40
0009558909,"DigitalPath, Inc.",3825,3825
0009580119,"FairPoint Broadband, Inc.",534,534
0009588377,Citizens Telecom Solutions LLC,133,133
0009598616,"Internet Consulting Services, LLC",280,253
0009599770,"CCT Telecommunications, Inc.",2425,2425
0009611385,Cyber Mesa Computer Systems Incorporated,846,769
0009631136,Centennial Communications Corp.,135828,74916
0009632746,Fidelity Communications Co.,14096,14012
0009635731,"Razzo Link, Inc.",20668,20668
0009645201,"Universal Connectivity, Inc.",15,15
0009669029,VS Enterprises LTD,103,103
0009700188,"Colorado Valley Communications, Inc.",3502,3410
0009700592,Shrewsbury Community Cablevision,696,696
0009729393,Independence Telecommunications Utility,324,324
0009750324,"Conterra Ultra Broadband, LLC",1,1
0009764655,Killduff Telephone Company,46,46
0009783093,"Prime Time Ventures, LLC",863,692
0009815234,"CornerStone Telephone Company, LLC",1456,1341
0009828450,"MLGC, L.L.C.",172,170
0009846494,"Hotwire Communications, Ltd.",965,879
0009870304,"Southern Cayuga County Cablevision,LLC",159,134
0009873712,Reserve Long Distance d/b/a Reserve Telecommunications,6593,3919
0009890179,Pinnacles Telephone Co.,73,73
0009925553,"iNETWORKS GROUP, INC",9,9
0009965104,"Nehalem Telecommunications, Inc.",126,126
0010000172,"F J Communications, Inc.",308,308
0010005379,"Nexus Systems, Inc.",545,538
0010043339,Futurum Communications Corp,523,505
0010104388,"Piedmont Communications Services, Inc",813,780
0010112571,"ComSouth Telenet, Inc.",3309,3309
0010116861,"CyberNet Communications, Inc.",86,86
0010198877,"Tim Ron Enterprises, LLC",489,468
0010211167,"Southeastern Services, Inc.",79,73
0010219962,"Georgia Public Web, Inc.",726,726
0010271377,Lafayette City Parish Consolidated Government,2031,2031
0010296853,"Broadview Networks Holdings, Inc.",5686,5470
0010338333,"Sweetwater Television Co, Inc",10200,5094
0010347631,Racc Enterprises LLC,118,112
0010383263,QualityLife Intergovernmental Agency,13,13
0010436087,dishNET Wireline L.L.C.,93448,93448
0010480093,City of Burlington d/b/a Burlington Telecom,405,405
0010480176,Pixius Communications,149287,149287
0010480978,Allo Communications,10386,5193
0010522530,BendTel,237,217
0010536035,"Port Networks, Inc.",8297,8297
0010568673,Westfield Gas and Electric,21,21
0010601185,Foremost Telecommunications Corporation,124,122
0010667012,"CoastCom, Inc.",4770,2054
0010763969,COMMUNITY TELECOM SERVICES,314,314
0010766228,FIRST STEP INTERNET,2980,2979
0010791176,Communications Access Cooperative Holding Enterprise,264,264
0010827806,"Volunteer First Services,LLC",3656,3656
0010910446,"BelWave Communications, Inc.",136832,136832
0010967453,Alliance Communications Network 2,260,260
0010969780,"UniCap, Inc.",538,529
0010981587,SkyRiver Communications,123174,123174
0011017795,"PAETEC Communications, Inc.",26200,24753
0011119633,Biddeford Internet Corporation,3125,2659
0011210416,"Hunt Telecommunications, LLC",180,165
0011227055,Northwest Open Access Network,39,39
0011236395,"Nunn Communications, LLC",243,241
0011245867,"LBH, LLC",314,314
0011278702,"Westphalia Broadband, Inc.",502,502
0011291671,"BalsamWest FiberNET, LLC",53,53
0011307287,"JAS Networks, Inc",458,392
0011316833,Sancom Inc. d/b/a Mitchell Telecom,708,678
0011396082,"Skyline Telecom, Inc.",54,32
0011406675,Cablevision Of Marion County LLC,1185,1185
0011411097,"New Windsor Cable TV, Inc.",12,12
0011412129,"SLIC Network Solutions, Inc.",1303,1303
0011421815,Vogtmann Engineering Inc,205,204
0011427036,Magtel Cellular,316,316
0011458999,"TeleGuam Holdings, LLC",3876,3738
0011475738,"Simply Bits, LLC",13464,13464
0011492576,"Excel.Net, Inc.",6734,6734
0011496445,"Evertek, Inc.",2584,2584
0011498086,"Litestream Holdings, LLC",71,71
0011548526,PenTeleData Limited Partnership I,127634,63817
0011556719,Puerto Rico Cable Acquisition Company Inc.,19522,19522
0011562717,The Montana Internet Corporation,45364,28507
0011574746,"Reasnor Telephone Company, LLC",79,79
0011616356,"Adams Networks, Incorporated",32,32
0011679826,"Cal-Ore Communications, Inc.",4681,4614
0011778768,"Ripley Video Cable, Inc.",64,64
0011862927,"Direct Communications Cedar Valley, LLC",825,275
0011915014,"Wilkes Communications, Inc.",746,743
0011987070,"Western Broadband, LLC",467,467
0012037123,CMSInter.Net LLC,14462,13653
0012088928,"CMN-RUS, Inc.",7435,7435
0012141842,"GBT Communications, Inc.",5247,4394
0012147906,CITY OF BARNESVILLE,510,510
0012207346,"Adak Eagle Enterprises, LLC",14,14
0012213070,John Olson,15478,15478
0012261954,T2 Technologies,47,47
0012312963,WNM Communications Corporation,456,228
0012369286,"HNS License Sub, LLC",10535198,10535198
0012403622,OneCommunity,378,378
0012441952,Cincinnati Bell Extended Territories LLC,3716,3074
0012486437,Cincinnati Bell Telephone Company LLC,26776,18358
0012527156,Gary Schrimpf,902,451
0012579652,Zirkel Wireless,2809,2809
0012641163,Central Cellular LLC dba Cotc Connections,1536,1480
0012645644,Harney Education Service District,667,658
0012662698,"United Wireless Communications, Inc.",23120,23096
0012841458,Neptuno Media,39844,39844
0012927992,"Nextera Communications, LLC",84387,78213
0012957627,"CCS Wireless, Inc.",60,60
0012981858,Golden Rain Foundation,125,125
0012999967,JOYTEL,4,2
0013100680,"Lighthouse Computers, Inc",2241,1813
0013114699,MInet,374,374
0013127899,"Valley Connections, LLC",1050,1050
0013169313,"Hardy Telecommunications,Inc CLEC",2619,1516
0013187539,"Cybernet1, Inc",4392,4392
0013194675,"Independents Fiber Network, LLC",9423,9423
0013198767,"Inland Development Corporation Windwave Technologies, Inc.",46,23
0013208244,"HRS Internet, LLC d/b/a Lightbound",67,67
0013321211,"Eastern Colorado Independent Networks, LLC",1235,1235
0013395207,North Penn Long Distance Corporation,352,352
0013397740,Empire Long Distance Corporation,1422,1422
0013436944,"SKT, Inc.",766,766
0013490644,"DoveTel Communications, LLC dba SyncGlobal Telecom",167,167
0013556972,Great Lakes Communication Corp.,802,802
0013562020,"One-Eleven Internet Services, Inc.",8350,8350
0013569280,DM-Tech Inc.,11,11
0013592787,"Xfone USA, Inc.",301,301
0013623335,"Windstream IT-Comm, LLC",184,184
0013648241,Peak Internet,1835,1835
0013650262,IguanaNet,2746,2746
0013686662,Iron River Cooperative TV Antenna Corp,233,233
0013769708,Hunter Communications Inc,701,701
0013795273,Digis LLC,107612,107612
0013866488,"KINEX TELECOM, INC.",258,231
0013869250,Unwired Ltd,540,534
0013906821,ATC BROADBAND LLC,1484,1474
0013919915,"Intelacloud, LLC",13,13
0013921614,Aram Ter-Martirosyan,651,651
0013922307,Arizona Nevada Tower Corporation,7955,5166
0013968128,Harris Broadband LP,7,7
0014015978,Pierce Telephone Co Inc,887,887
0014021364,Alyrica,13202,13202
0014024640,"LR Communications, Inc.",2923,2843
0014039994,"Fox Valley Internet, Inc.",1456,1456
0014054449,Ritter Cable Corporation,1701,1701
0014067565,IAMO Telephone Company,574,567
0014076749,"USAi.net, Inc.",35,35
0014107205,"Royell Communications, Inc.",2150,2150
0014117139,FiberLight LLC,136,136
0014128862,"Falcon Broadband, Inc.",214,210
0014159958,Tele System Services,3666,3666
0014175673,"LP Broadband, Inc.",67528,67528
0014176929,Phoenix Internet,47337,47337
0014180905,"Alpha Enterprises Limited, Inc.",1,1
0014202816,PrineTime Internet Solutions,6513,6513
0014205504,"YHTI, Inc.",257,255
0014239586,New Wave Net Corp,15578,15578
0014281588,"Citynet Holdings, LLC",209,203
0014286934,"Nextlink Wireless, LLC",267,267
0014295679,"Hopi Telecommunications, Inc.",252,252
