FRN,ProviderName,StateAbbr,TechCode,records,blocks
0005044375,"Birch Communications, Inc.",FL,50,64,64
0005044375,"Birch Communications, Inc.",FL,70,3,3
0005044375,"Birch Communications, Inc.",GA,10,945,945
0005044375,"Birch Communications, Inc.",GA,30,3464,3464
0005044375,"Birch Communications, Inc.",GA,50,246,246
0005044375,"Birch Communications, Inc.",IA,10,193,193
0005044375,"Birch Communications, Inc.",IA,30,6,6
0005044375,"Birch Communications, Inc.",ID,10,13,13
0005044375,"Birch Communications, Inc.",ID,30,3,3
0005044375,"Birch Communications, Inc.",IL,10,52,52
0005044375,"Birch Communications, Inc.",IL,30,2130,2130
0005044375,"Birch Communications, Inc.",IL,50,115,115
0005044375,"Birch Communications, Inc.",IN,10,32,32
0005044375,"Birch Communications, Inc.",IN,30,83,83
0005044375,"Birch Communications, Inc.",KS,10,32,32
0005044375,"Birch Communications, Inc.",KS,30,43,43
0005044375,"Birch Communications, Inc.",KY,10,1273,1273
0005044375,"Birch Communications, Inc.",KY,30,108,108
0005044375,"Birch Communications, Inc.",KY,50,1,1
0005044375,"Birch Communications, Inc.",LA,10,539,539
0005044375,"Birch Communications, Inc.",LA,30,102,102
0005044375,"Birch Communications, Inc.",MA,10,6,6
0005044375,"Birch Communications, Inc.",MA,30,129,129
0005044375,"Birch Communications, Inc.",MA,50,6,6
0005044375,"Birch Communications, Inc.",MD,10,167,167
0005044375,"Birch Communications, Inc.",MD,30,266,266
0005044375,"Birch Communications, Inc.",MD,50,27,27
0005044375,"Birch Communications, Inc.",ME,30,1,1
0005044375,"Birch Communications, Inc.",MI,10,41,41
0005044375,"Birch Communications, Inc.",MI,30,694,694
0005044375,"Birch Communications, Inc.",MI,50,37,37
0005044375,"Birch Communications, Inc.",MN,10,69,69
0005044375,"Birch Communications, Inc.",MN,30,204,204
0005044375,"Birch Communications, Inc.",MN,50,11,11
0005044375,"Birch Communications, Inc.",MO,10,111,111
0005044375,"Birch Communications, Inc.",MO,30,125,125
0005044375,"Birch Communications, Inc.",MO,50,1,1
0005044375,"Birch Communications, Inc.",MS,10,268,268
0005044375,"Birch Communications, Inc.",MS,30,49,49
0005044375,"Birch Communications, Inc.",MT,10,1,1
0005044375,"Birch Communications, Inc.",MT,30,10,10
0005044375,"Birch Communications, Inc.",NC,10,376,376
0005044375,"Birch Communications, Inc.",NC,30,94,94
0005044375,"Birch Communications, Inc.",ND,10,69,69
0005044375,"Birch Communications, Inc.",ND,30,2,2
0005044375,"Birch Communications, Inc.",NE,10,92,92
0005044375,"Birch Communications, Inc.",NE,30,19,19
0005044375,"Birch Communications, Inc.",NH,30,1,1
0005044375,"Birch Communications, Inc.",NJ,10,20,20
0005044375,"Birch Communications, Inc.",NJ,30,14,14
0005044375,"Birch Communications, Inc.",NM,10,8,8
0005044375,"Birch Communications, Inc.",NM,30,11,11
0005044375,"Birch Communications, Inc.",NV,10,1,1
0005044375,"Birch Communications, Inc.",NV,30,7,7
0005044375,"Birch Communications, Inc.",NY,10,32,32
0005044375,"Birch Communications, Inc.",NY,30,20,20
0005044375,"Birch Communications, Inc.",NY,50,1,1
0005044375,"Birch Communications, Inc.",OH,10,65,65
0005044375,"Birch Communications, Inc.",OH,30,36,36
0005044375,"Birch Communications, Inc.",OK,10,32,32
0005044375,"Birch Communications, Inc.",OK,30,29,29
0005044375,"Birch Communications, Inc.",OR,10,7,7
0005044375,"Birch Communications, Inc.",OR,30,6,6
0005044375,"Birch Communications, Inc.",PA,10,39,39
0005044375,"Birch Communications, Inc.",PA,30,40,40
0005044375,"Birch Communications, Inc.",PA,50,1,1
0005044375,"Birch Communications, Inc.",RI,10,1,1
0005044375,"Birch Communications, Inc.",SC,10,288,288
0005044375,"Birch Communications, Inc.",SC,30,58,58
0005044375,"Birch Communications, Inc.",SD,10,135,135
0005044375,"Birch Communications, Inc.",SD,30,7,7
0005044375,"Birch Communications, Inc.",TN,10,1037,1037
0005044375,"Birch Communications, Inc.",TN,30,530,530
0005044375,"Birch Communications, Inc.",TX,10,498,498
0005044375,"Birch Communications, Inc.",TX,30,5959,5959
0005044375,"Birch Communications, Inc.",TX,50,418,418
0005044375,"Birch Communications, Inc.",UT,30,8,8
0005044375,"Birch Communications, Inc.",VA,10,13,13
0005044375,"Birch Communications, Inc.",VA,30,222,222
0005044375,"Birch Communications, Inc.",VA,50,21,21
0005044375,"Birch Communications, Inc.",WA,10,48,48
0005044375,"Birch Communications, Inc.",WA,30,611,611
0005044375,"Birch Communications, Inc.",WA,50,63,63
0005044375,"Birch Communications, Inc.",WI,10,14,14
0005044375,"Birch Communications, Inc.",WI,30,13,13
0005044375,"Birch Communications, Inc.",WV,10,2,2
0005044375,"Birch Communications, Inc.",WV,30,3,3
0005044375,"Birch Communications, Inc.",WY,10,170,170
0005044375,"Birch Communications, Inc.",WY,30,9,9
0005049895,Minburn Telephone Company,IA,50,138,138
0005049895,Minburn Telephone Company-CLEC,IA,50,108,108
0005050083,Chazy & Westport Telephone Corporation,NY,10,570,570
0005050083,Chazy & Westport Telephone Corporation,NY,30,15,15
0005050083,Chazy & Westport Telephone Corporation,NY,50,165,165
0005050141,Westelcom Network,NY,10,476,476
0005050141,Westelcom Network,NY,20,476,476
0005050141,Westelcom Network,NY,30,476,476
0005050141,Westelcom Network,NY,50,476,476
0005051560,"Glandorf Telephone Co. ,Inc",OH,11,138,138
0005051560,"Glandorf Telephone Co. ,Inc",OH,50,71,71
0005051891,LMK Communications LLC,NC,50,7,7
0005053251,Benton Ridge Telephone Co,OH,10,257,257
0005053251,Benton Ridge Telephone Co,OH,50,159,159
0005057328,War Telephone LLC,WV,10,19,19
0005058292,Sharon Telephone Company - CLEC,WI,10,37,37
0005058292,Sharon Telephone Company - CLEC,WI,50,58,58
0005059092,Rico Telephone Company,CO,10,37,37
0005061189,Granby Telephone Co.,MO,10,162,162
0005061189,Granby Telephone Co.,MO,50,286,286
0005061387,KALEVA TELEPHONE COMPANY,MI,10,990,990
0005061437,"HAYNEVILLE FIBER TRANSPORT, INC.",AL,10,1654,1654
0005061544,"Mashell Telecom, Inc. d/b/a Rainier Connect",WA,11,322,320
0005061544,"Mashell Telecom, Inc. d/b/a Rainier Connect",WA,30,3,3
0005061544,"Mashell Telecom, Inc. d/b/a Rainier Connect",WA,42,203,203
0005061544,"Mashell Telecom, Inc. d/b/a Rainier Connect",WA,50,44,44
0005061627,Sand Creek Telephone Company,MI,10,222,222
0005061627,Sand Creek Telephone Company,MI,50,54,54
0005062955,Pattersonville Telephone Company,OH,10,73,73
0005062955,Pattersonville Telephone Company,OH,20,73,73
0005062955,Pattersonville Telephone Company,OH,70,2068,2068
0005063078,Helix Telephone Company,OR,30,40,40
0005063458,Minford Telephone Company,OH,10,438,438
0005063458,Minford Telephone Company,OH,50,287,287
0005063615,"Santa Rosa Telephone Coop., Inc. CLEC",TX,10,1387,1387
0005063615,"Santa Rosa Telephone Coop., Inc. CLEC",TX,50,1982,1982
0005063615,"Santa Rosa Telephone Coop., Inc. CLEC",TX,70,85,85
0005066063,The Middle Point Home Telephone Company,OH,11,136,136
0005067152,New Windsor Telephone Company,IL,10,100,100
0005067186,Pennsylvania Telephone Company,PA,10,2,2
0005067228,Carr Telephone Company,MI,10,738,738
0005067509,OGDEN TELEPHONE COMPANY,MI,50,75,75
0005067509,OGDEN TELEPHONE COMPANY,OH,50,1,1
0005067566,TV CABLE OF RENSSELAER,IN,40,364,364
0005067665,Winn Telephone,MI,10,134,134
0005067665,Winn Telephone,MI,50,84,84
0005067665,Winn Telephone DBA Winn Telecom,MI,10,485,485
0005067665,Winn Telephone DBA Winn Telecom,MI,70,1103,1103
0005069125,North Texas Telephone Company,TX,11,186,186
0005069232,"Totelcom Communications, LLC",TX,11,1338,1338
0005069232,"Totelcom Communications, LLC",TX,12,265,265
0005069299,United Telephone Company,TN,11,2152,2152
0005069299,United Telephone Company,TN,12,268,268
0005069299,United Telephone Company,TN,50,155,155
0005069935,Mutual Telephone Company,KS,50,286,286
0005070933,South Park Telephone Company,CO,70,309,309
0005075643,"Sherwood Mutual Telephone Association, Inc.",OH,11,64,64
0005075643,"Sherwood Mutual Telephone Association, Inc.",OH,50,275,275
0005076922,"Rice Belt Telephone Company, Inc.",AR,10,98,98
0005077342,Grafton Telephone Company,IL,10,73,73
0005077342,Grafton Telephone Company,IL,50,9,9
0005079314,"BUSH-TELL, INC.",AK,10,210,210
0005080122,"Mescalero Apache Telecom, Inc.",NM,11,13,13
0005080122,"Mescalero Apache Telecom, Inc.",NM,12,188,188
0005081542,THE CONNEAUT TELEPHONE COMPANY,OH,10,468,234
0005081542,THE CONNEAUT TELEPHONE COMPANY,OH,41,904,452
0005081567,"Haviland Telephone Company, Inc.",KS,10,1522,1522
0005082060,New Hope Telephone Cooperative,AL,10,501,501
0005082060,New Hope Telephone Cooperative,AL,50,265,265
0005084769,"Public Service Wireless, Inc.",GA,70,200,200
0005088331,"Park TV & Electronics, Inc.",IL,41,259,259
0005089446,Windstream Iowa-Comm LLC,IA,10,346,346
0005093018,Alta Municipal Utilities,IA,41,75,75
0005093224,Farmers Mutual Telephone Company,MI,10,128,128
0005095856,"Windstream Kentucky East, LLC",KY,10,24004,24004
0005097134,Oxford Telephone Company,ME,10,570,570
0005097134,Oxford Telephone Company,ME,20,570,570
0005097167,Oxford West Telephone Company,ME,10,730,730
0005097167,Oxford West Telephone Company,ME,20,730,730
0005097407,"South Dakota Network, LLC",IA,50,2,2
0005097407,"South Dakota Network, LLC",MN,50,17,17
0005097407,"South Dakota Network, LLC",NE,50,2,2
0005097407,"South Dakota Network, LLC",SD,50,215,215
0005099619,"CS Technologies, Inc.",IA,10,940,940
0005099619,"CS Technologies, Inc.",IA,30,940,940
0005099619,"CS Technologies, Inc.",IA,50,940,940
0005139662,"Lavaca Telephone Company, Inc.-OK",OK,50,352,352
0005156229,"InterGlobe Communications, Inc.",AL,30,1,1
0005156229,"InterGlobe Communications, Inc.",CA,30,3,3
0005156229,"InterGlobe Communications, Inc.",FL,10,1,1
0005156229,"InterGlobe Communications, Inc.",FL,30,2,2
0005156229,"InterGlobe Communications, Inc.",GA,30,2,2
0005156229,"InterGlobe Communications, Inc.",IL,30,2,2
0005156229,"InterGlobe Communications, Inc.",NJ,10,17,17
0005156229,"InterGlobe Communications, Inc.",NJ,30,105,105
0005156229,"InterGlobe Communications, Inc.",NY,10,53,53
0005156229,"InterGlobe Communications, Inc.",NY,30,165,165
0005156229,"InterGlobe Communications, Inc.",PA,30,2,2
0005156229,"InterGlobe Communications, Inc.",TX,30,1,1
0005184221,MCC Georgia LLC,GA,41,201,201
0005184221,MCC Georgia LLC,GA,42,16204,16204
0005184247,MCC Missouri LLC,KS,41,368,368
0005184247,MCC Missouri LLC,KS,42,1828,1828
0005184247,MCC Missouri LLC,MO,41,213,213
0005184247,MCC Missouri LLC,MO,42,13470,13470
0005209374,"Vermont Telephone Co., Inc",NH,50,7,7
0005209374,"Vermont Telephone Co., Inc",VT,50,2094,2093
0005221866,Reedsburg Utility Commission,WI,50,895,895
0005257522,CASS CABLE TV INC,IL,42,2772,2772
0005257522,CASS CABLE TV INC,IL,50,233,233
0005257522,CASS CABLE TV INC,IL,70,3545,3545
0005283221,"Massillon Cable TV, Inc.",OH,42,3793,3793
0005283221,"Massillon Cable TV, Inc.",OH,50,109,109
0005373576,"OTZ Telephone Cooperative, Inc.",AK,10,67,67
0005386172,Windstream Conestoga Inc,PA,10,2436,2436
0005414842,Scottsboro Electric Power Board,AL,41,733,733
0005414842,Scottsboro Electric Power Board,AL,42,733,733
0005414842,Scottsboro Electric Power Board,AL,50,733,733
0005423637,Gallatin County Fiscal Court,IN,70,6,6
0005423637,Gallatin County Fiscal Court,KY,70,86,86
0005440417,"CAMILLA, CITY OF",GA,42,321,321
0005440417,"CAMILLA, CITY OF",GA,50,14,14
0005450507,Blue Ridge Mountain Electric Membership Corporation,GA,50,579,579
0005450507,Blue Ridge Mountain Electric Membership Corporation,NC,50,344,344
0005464532,"PRTCommunications, LLC",SC,10,442,442
0005555925,Saco River Telephone LLC,ME,10,458,458
0005555925,Saco River Telephone LLC,ME,20,6,6
0005593678,MICHAEL STEIL,IA,41,1,1
0005671128,Algona Municipal Utilities,AK,40,1,1
0005671128,Algona Municipal Utilities,AK,41,1,1
0005671128,Algona Municipal Utilities,AK,42,1,1
0005671128,Algona Municipal Utilities,AK,50,1,1
0005671128,Algona Municipal Utilities,IA,40,388,388
0005671128,Algona Municipal Utilities,IA,41,388,388
0005671128,Algona Municipal Utilities,IA,42,388,388
0005671128,Algona Municipal Utilities,IA,50,388,388
0005671128,Algona Municipal Utilities,ME,40,1,1
0005671128,Algona Municipal Utilities,ME,41,1,1
0005671128,Algona Municipal Utilities,ME,42,1,1
0005671128,Algona Municipal Utilities,ME,50,1,1
0005769302,CTC TELECOM INC,ID,11,61,61
0005769302,CTC TELECOM INC,ID,12,20,20
0005769302,CTC TELECOM INC,ID,50,38,38
0005769302,CTC TELECOM INC,ID,70,212,212
0005782289,Gonthier Inc.,LA,70,10574,10574
0005782289,Gonthier Inc.,MS,70,586,586
0005806872,"Basin 2 Way Radio, Inc.",TX,70,3214,3214
0005813316,"Campus Communications Group, Inc.",GA,50,4,4
0005813316,"Campus Communications Group, Inc.",IL,50,168,168
0005813316,"Campus Communications Group, Inc.",IL,70,6,6
0005813316,"Campus Communications Group, Inc.",TX,50,4,4
0005813316,"Campus Communications Group, Inc.",TX,70,1,1
0005872015,DE KALB TELEPHONE COOPERATIVE INC,TN,11,2522,2522
0005872015,DE KALB TELEPHONE COOPERATIVE INC,TN,12,899,899
0005872015,DE KALB TELEPHONE COOPERATIVE INC,TN,50,45,45
0005901368,Etex Telephone Coop.,TX,11,1106,1106
0005901368,Etex Telephone Coop.,TX,12,50,50
0005901368,Etex Telephone Coop.,TX,50,231,231
0005919022,"Advanced Network Communications, LLC",IA,10,6,6
0005919022,"Advanced Network Communications, LLC",IA,42,60,60
0005920509,City of Auburn,IN,50,664,664
0005941547,"Guthrie Telecommunications Network, Inc.",IA,30,318,318
0005941547,"Guthrie Telecommunications Network, Inc.",IA,50,318,318
0005941547,"Guthrie Telecommunications Network, Inc.",IA,70,318,318
0006011472,LENOX MUNICIPAL UTILITIES,IA,50,123,123
0006043269,"WideOpenWest Cleveland, LLC",IL,41,2,2
0006043269,"WideOpenWest Cleveland, LLC",IL,42,19782,19782
0006043269,"WideOpenWest Cleveland, LLC",IN,42,5787,5787
0006043269,"WideOpenWest Cleveland, LLC",MI,41,5155,5155
0006043269,"WideOpenWest Cleveland, LLC",MI,42,21689,21689
0006043269,"WideOpenWest Cleveland, LLC",OH,41,21,21
0006043269,"WideOpenWest Cleveland, LLC",OH,42,17257,17257
0006058432,"Service Electric Cable Television of New Jersey, Inc.",NJ,42,4518,4518
0006073647,"Parker FiberNet, LLC",AL,50,96,96
0006073647,"Parker FiberNet, LLC",GA,50,5497,5497
0006074470,"Citizens Cablevision, Inc.",MO,41,928,928
0006097711,"TVC Albany, Inc.",CT,40,1,1
0006097711,"TVC Albany, Inc.",NY,40,7,7
0006097711,"TVC Albany, Inc.",NY,50,892,892
0006097711,"TVC Albany, Inc.",NY,70,2,2
0006097711,"TVC Albany, Inc.",VT,10,1,1
0006097711,"TVC Albany, Inc.",VT,40,1,1
0006097711,"TVC Albany, Inc.",VT,50,197,197
0006115901,ERIE COUNTY CABLEVISION INC  DBA =  THE CABLESYSTEM,OH,42,1009,1009
0006118814,MINNESOTA VALLEY TELEVISION IMPROVEMENT CORPORATION  DBA =,IA,70,174,174
0006118814,MINNESOTA VALLEY TELEVISION IMPROVEMENT CORPORATION  DBA =,MN,70,39768,39768
0006118814,MINNESOTA VALLEY TELEVISION IMPROVEMENT CORPORATION  DBA =,SD,70,647,647
0006121354,"Wheatland Electric Cooperative, Inc",KS,70,1818,1818
0006128185,COMMUNITY COMMUNICATIONS COMPANY,AR,41,622,622
0006128185,COMMUNITY COMMUNICATIONS COMPANY,AR,50,370,370
0006146120,Bret Childers,KY,70,2,2
0006146120,Bret Childers,OH,70,30,30
0006147946,"Greene County Partners, Inc.",IL,42,540,540
0006147946,"Greene County Partners, Inc.",IL,50,4,4
0006162192,"Nelsonville TV Cable, Inc.",OH,41,1014,1014
0006162192,"Nelsonville TV Cable, Inc.",OH,50,27,27
0006163059,"Iowa Connect, Inc.",IA,70,27,27
0006165625,"CKS Wireless, Inc.",TX,70,120,120
0006178198,"Grande Communications Networks, LLC",TX,10,637,637
0006178198,"Grande Communications Networks, LLC",TX,30,163,163
0006178198,"Grande Communications Networks, LLC",TX,42,15450,15450
0006178198,"Grande Communications Networks, LLC",TX,50,1617,1617
0006186845,"Cooperative Light & Power Association of Lake County, Inc.",MN,70,1853,1853
0006186845,"Cooperative Light & Power Association of Lake County, Inc.",WI,70,14,14
0006204630,"segTEL, Inc. d/b/a FirstLight Fiber",MA,50,5,5
0006204630,"segTEL, Inc. d/b/a FirstLight Fiber",ME,10,1,1
0006204630,"segTEL, Inc. d/b/a FirstLight Fiber",ME,50,26,26
0006204630,"segTEL, Inc. d/b/a FirstLight Fiber",NH,10,87,87
0006204630,"segTEL, Inc. d/b/a FirstLight Fiber",NH,40,10,10
0006204630,"segTEL, Inc. d/b/a FirstLight Fiber",NH,50,332,332
0006204630,"segTEL, Inc. d/b/a FirstLight Fiber",NY,50,1,1
0006204630,"segTEL, Inc. d/b/a FirstLight Fiber",VT,10,1,1
0006210736,LOCAL INTERNET SERVICE COMPANY (LISCO),IA,20,579,579
0006210736,LOCAL INTERNET SERVICE COMPANY (LISCO),IA,50,522,522
0006221287,"Harbor Communications, LLC",AL,30,28093,28093
0006221287,"Harbor Communications, LLC",AL,50,28093,28093
0006221287,"Harbor Communications, LLC",AL,70,28093,28093
0006221287,"Harbor Communications, LLC",FL,30,20,20
0006221287,"Harbor Communications, LLC",LA,30,24386,24386
0006221287,"Harbor Communications, LLC",LA,50,24386,24386
0006221287,"Harbor Communications, LLC",LA,70,24386,24386
0006232235,OACYS Technology,CA,70,9571,9571
0006251136,"CONTACT NETWORK, LLC",AL,30,26,26
0006251136,"CONTACT NETWORK, LLC",AL,50,77,77
0006251136,"CONTACT NETWORK, LLC",LA,50,2,2
0006251136,"CONTACT NETWORK, LLC",MS,30,2,2
0006251136,"CONTACT NETWORK, LLC",MS,50,389,389
0006259931,Saddleback Communications,AZ,11,199,199
0006259931,Saddleback Communications,AZ,50,180,180
0006275945,"XO Communications Services, LLC",AK,30,2,2
0006275945,"XO Communications Services, LLC",AL,10,1,1
0006275945,"XO Communications Services, LLC",AL,30,48,48
0006275945,"XO Communications Services, LLC",AR,30,40,40
0006275945,"XO Communications Services, LLC",AZ,20,8,8
0006275945,"XO Communications Services, LLC",AZ,30,456,456
0006275945,"XO Communications Services, LLC",CA,10,58,58
0006275945,"XO Communications Services, LLC",CA,20,460,460
0006275945,"XO Communications Services, LLC",CA,30,3695,3695
0006275945,"XO Communications Services, LLC",CO,10,1,1
0006275945,"XO Communications Services, LLC",CO,20,11,11
0006275945,"XO Communications Services, LLC",CO,30,471,471
0006275945,"XO Communications Services, LLC",CT,20,2,2
0006275945,"XO Communications Services, LLC",CT,30,112,112
0006275945,"XO Communications Services, LLC",DC,10,2,2
0006275945,"XO Communications Services, LLC",DC,20,5,5
0006275945,"XO Communications Services, LLC",DC,30,248,248
0006275945,"XO Communications Services, LLC",DE,30,75,75
0006275945,"XO Communications Services, LLC",FL,10,1,1
0006275945,"XO Communications Services, LLC",FL,20,9,9
0006275945,"XO Communications Services, LLC",FL,30,1017,1017
0006275945,"XO Communications Services, LLC",GA,20,7,7
0006275945,"XO Communications Services, LLC",GA,30,588,588
0006275945,"XO Communications Services, LLC",HI,30,16,16
0006275945,"XO Communications Services, LLC",IA,30,34,34
0006275945,"XO Communications Services, LLC",ID,20,3,3
0006275945,"XO Communications Services, LLC",ID,30,68,68
0006275945,"XO Communications Services, LLC",IL,10,13,13
0006275945,"XO Communications Services, LLC",IL,20,33,33
0006275945,"XO Communications Services, LLC",IL,30,958,958
0006275945,"XO Communications Services, LLC",IN,10,1,1
0006275945,"XO Communications Services, LLC",IN,30,136,136
0006275945,"XO Communications Services, LLC",KS,30,55,55
0006275945,"XO Communications Services, LLC",KY,30,55,55
0006275945,"XO Communications Services, LLC",LA,30,71,71
0006275945,"XO Communications Services, LLC",MA,10,1,1
0006275945,"XO Communications Services, LLC",MA,20,20,20
0006275945,"XO Communications Services, LLC",MA,30,465,465
0006275945,"XO Communications Services, LLC",MD,10,3,3
0006275945,"XO Communications Services, LLC",MD,20,22,22
0006275945,"XO Communications Services, LLC",MD,30,550,550
0006275945,"XO Communications Services, LLC",ME,30,5,5
0006275945,"XO Communications Services, LLC",MI,10,2,2
0006275945,"XO Communications Services, LLC",MI,20,6,6
0006275945,"XO Communications Services, LLC",MI,30,461,461
0006275945,"XO Communications Services, LLC",MN,20,3,3
0006275945,"XO Communications Services, LLC",MN,30,298,298
0006275945,"XO Communications Services, LLC",MO,30,298,298
0006275945,"XO Communications Services, LLC",MS,30,35,35
0006275945,"XO Communications Services, LLC",MT,30,14,14
0006275945,"XO Communications Services, LLC",NC,20,1,1
0006275945,"XO Communications Services, LLC",NC,30,228,228
0006275945,"XO Communications Services, LLC",ND,30,2,2
0006275945,"XO Communications Services, LLC",NE,30,33,33
0006275945,"XO Communications Services, LLC",NH,20,1,1
0006275945,"XO Communications Services, LLC",NH,30,16,16
0006275945,"XO Communications Services, LLC",NJ,10,3,3
0006275945,"XO Communications Services, LLC",NJ,20,14,14
0006275945,"XO Communications Services, LLC",NJ,30,603,603
0006275945,"XO Communications Services, LLC",NM,10,1,1
0006275945,"XO Communications Services, LLC",NM,30,33,33
0006275945,"XO Communications Services, LLC",NV,20,2,2
0006275945,"XO Communications Services, LLC",NV,30,216,216
0006275945,"XO Communications Services, LLC",NY,10,26,26
0006275945,"XO Communications Services, LLC",NY,20,84,84
0006275945,"XO Communications Services, LLC",NY,30,1277,1277
0006275945,"XO Communications Services, LLC",OH,20,18,18
0006275945,"XO Communications Services, LLC",OH,30,652,652
0006275945,"XO Communications Services, LLC",OK,20,1,1
0006275945,"XO Communications Services, LLC",OK,30,62,62
0006275945,"XO Communications Services, LLC",OR,20,4,4
0006275945,"XO Communications Services, LLC",OR,30,141,141
0006275945,"XO Communications Services, LLC",PA,10,1,1
0006275945,"XO Communications Services, LLC",PA,20,23,23
0006275945,"XO Communications Services, LLC",PA,30,809,809
0006275945,"XO Communications Services, LLC",RI,10,1,1
0006275945,"XO Communications Services, LLC",RI,20,1,1
0006275945,"XO Communications Services, LLC",RI,30,27,27
0006275945,"XO Communications Services, LLC",SC,30,78,78
0006275945,"XO Communications Services, LLC",SD,30,5,5
0006275945,"XO Communications Services, LLC",TN,20,21,21
0006275945,"XO Communications Services, LLC",TN,30,467,467
0006275945,"XO Communications Services, LLC",TX,10,5,5
0006275945,"XO Communications Services, LLC",TX,20,26,26
0006275945,"XO Communications Services, LLC",TX,30,1985,1985
0006275945,"XO Communications Services, LLC",UT,10,2,2
0006275945,"XO Communications Services, LLC",UT,20,2,2
0006275945,"XO Communications Services, LLC",UT,30,251,251
0006275945,"XO Communications Services, LLC",VA,10,2,2
0006275945,"XO Communications Services, LLC",VA,20,15,15
0006275945,"XO Communications Services, LLC",VA,30,403,403
0006275945,"XO Communications Services, LLC",VT,30,16,16
0006275945,"XO Communications Services, LLC",WA,10,4,4
0006275945,"XO Communications Services, LLC",WA,20,10,10
0006275945,"XO Communications Services, LLC",WA,30,455,455
0006275945,"XO Communications Services, LLC",WI,30,74,74
0006275945,"XO Communications Services, LLC",WV,30,16,16
0006275945,"XO Communications Services, LLC",WY,30,4,4
0006287379,DRAKE ENTERPRISES LTD,NC,70,270,270
0006301592,"InterBel Telephone Cooperative, Inc.",MT,11,1764,1548
0006301592,"InterBel Telephone Cooperative, Inc.",MT,50,1565,1548
0006308548,Dialog Telecommunications Inc.,KY,10,134,134
0006308548,Dialog Telecommunications Inc.,KY,11,19,19
0006308548,Dialog Telecommunications Inc.,KY,20,3,3
0006308548,Dialog Telecommunications Inc.,KY,30,17,17
0006308548,Dialog Telecommunications Inc.,KY,50,208,208
0006320667,City of Moultrie,GA,42,486,486
0006320667,City of Moultrie,GA,50,23,23
0006369540,"Utility Telephone, Inc.",CA,11,146,146
0006369540,"Utility Telephone, Inc.",CA,20,62,62
0006369540,"Utility Telephone, Inc.",CA,30,971,971
0006369540,"Utility Telephone, Inc.",CA,50,32,32
0006369540,"Utility Telephone, Inc.",CO,30,1,1
0006369540,"Utility Telephone, Inc.",NV,11,64,64
0006369540,"Utility Telephone, Inc.",NV,20,3,3
0006369540,"Utility Telephone, Inc.",NV,30,181,181
0006369540,"Utility Telephone, Inc.",NV,50,4,4
0006446330,MURRAY BILLINGSLEY,NC,70,5377,5377
0006446330,MURRAY BILLINGSLEY,SC,70,2975,2975
0006454946,Charles McKenna,OR,40,1626,1626
0006580518,"Windstream ARKANSAS, LLC",AR,10,8255,8255
0006601108,Mountain Village Metropolitan District,CO,42,61,61
0006651244,"Alteva Hometown, Inc",NJ,11,274,274
0006651244,"Alteva Hometown, Inc",NJ,50,2,2
0006651244,"Alteva Hometown, Inc",NY,11,451,451
0006659650,Donna Olson,IL,70,31961,31961
0006662423,"The Toledo Telephone Co., Inc.",WA,50,1214,1214
0006682983,"Pathwayz Communications, Inc.",TX,10,74,74
0006682983,"Pathwayz Communications, Inc.",TX,20,7,7
0006682983,"Pathwayz Communications, Inc.",TX,30,113,113
0006682983,"Pathwayz Communications, Inc.",TX,70,24,24
0006694111,"Southern Light, LLC",AL,50,104,104
0006694111,"Southern Light, LLC",FL,50,55,55
0006694111,"Southern Light, LLC",LA,50,11,11
0006694111,"Southern Light, LLC",MS,50,8,8
0006716666,"Stouffer Communications, Inc.",KS,70,34,34
0006716666,"Stouffer Communications, Inc.",MO,70,463,463
0006716666,"Stouffer Communications, Inc.",OK,70,2,2
0006747703,Reinbeck Telecommunications Utility,IA,42,67,67
0006752133,County of Nelson,VA,50,36,36
0006761415,"QualStar Communications, Inc.",OH,50,473,473
0006764575,"APPLIED COMMUNICATIONS TECHNOLOGY, INC",NE,40,124,124
0006764948,"SOUTHEAST NEBRASKA COMMUNICATIONS, INC.",KS,50,3,3
0006764948,"SOUTHEAST NEBRASKA COMMUNICATIONS, INC.",NE,50,1611,1611
0006772412,"Vantage Telecom, LLC d/b/a Newroads Telecom",AR,10,302,302
0006772412,"Vantage Telecom, LLC d/b/a Newroads Telecom",AR,30,65,65
0006772412,"Vantage Telecom, LLC d/b/a Newroads Telecom",AR,50,19,19
0006778914,"South Central Telcom, LLC",KY,11,459,459
0006778914,"South Central Telcom, LLC",KY,50,182,182
0006791602,"Wisconsin Independent Network, LLC",IL,50,1,1
0006791602,"Wisconsin Independent Network, LLC",MN,50,1,1
0006791602,"Wisconsin Independent Network, LLC",WI,50,24,24
0006797849,"Fiber Technologies Networks, L.L.C.",CT,50,32090,32090
0006797849,"Fiber Technologies Networks, L.L.C.",DC,50,3,3
0006797849,"Fiber Technologies Networks, L.L.C.",DE,50,5931,5931
0006797849,"Fiber Technologies Networks, L.L.C.",IN,50,7688,7688
0006797849,"Fiber Technologies Networks, L.L.C.",KY,50,6424,6424
0006797849,"Fiber Technologies Networks, L.L.C.",MA,50,4716,4716
0006797849,"Fiber Technologies Networks, L.L.C.",MD,50,3214,3214
0006797849,"Fiber Technologies Networks, L.L.C.",MI,50,18243,18243
0006797849,"Fiber Technologies Networks, L.L.C.",NC,50,5501,5501
0006797849,"Fiber Technologies Networks, L.L.C.",NJ,50,29777,29777
0006797849,"Fiber Technologies Networks, L.L.C.",NY,50,29916,29916
